,customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,payment_sequential,payment_type,payment_installments,payment_value,seller_city,seller_state,product_category_name_english,product_category,product_vol_cm3,shipping_days,arrival_status,estimated_days,arrival_days,estimated_delivery_rate,arrival_delivery_rate,shipping_delivery_rate
47004,conceicao do tocantins,TO,2017-01-24 14:14:29,2017-01-24 14:25:22,2017-01-25 09:38:56,2017-02-10 12:09:03,2017-03-09,4,,,2017-02-11 00:00:00,2017-02-14 06:19:03,2017-01-28 14:14:29,279.99,22.59,55.0,1131.0,3.0,1950.0,1,credit_card,3,302.58,rio de janeiro,RJ,toys,Entertainment,36750.0,16,OnTime/Early,43,16,Very Slow,Neutral,Neutral
88668,luis eduardo magalhaes,BA,2018-08-04 23:25:30,2018-08-04 23:35:13,2018-08-06 15:03:00,2018-08-13 23:34:42,2018-09-13,4,,,2018-08-14 00:00:00,2018-08-15 09:20:30,2018-08-07 23:35:13,99.0,22.62,60.0,1847.0,3.0,450.0,1,debit_card,1,121.62,rio claro,SP,stationery,Books & Stationery,21000.0,7,OnTime/Early,39,9,Slow,Fast,Very Fast
110647,barbacena,MG,2018-01-17 10:44:14,2018-01-17 10:52:26,2018-01-18 20:03:23,2018-01-26 11:14:33,2018-02-15,5,,,2018-02-17 00:00:00,2018-02-21 01:30:32,2018-01-23 10:52:26,169.0,20.42,45.0,941.0,1.0,1300.0,1,credit_card,1,189.42,pinhais,PR,sports_leisure,Entertainment,12000.0,7,OnTime/Early,28,9,Slow,Fast,Very Fast
108889,silva jardim,RJ,2018-04-20 16:27:50,2018-04-24 19:22:00,2018-04-23 19:31:45,2018-04-26 20:12:10,2018-05-18,5,Cumpre o que promete ,Os produtos foram entregues mais rápido do que o esperado. Espero que toda compra seja assim.,2018-04-27 00:00:00,2018-04-28 22:39:12,2018-04-26 17:31:27,129.0,18.78,60.0,867.0,1.0,700.0,1,credit_card,1,147.78,sao  paulo,SP,perfumery,Beauty & Health,3952.0,3,OnTime/Early,27,6,Slow,Very Fast,Very Fast
17072,sao luis,MA,2017-08-20 14:05:23,2017-08-22 04:27:10,2017-08-25 13:45:34,2017-09-19 20:21:55,2017-09-25,3,,,2017-09-20 00:00:00,2017-09-23 02:08:55,2017-08-28 04:27:10,19.9,34.15,49.0,100.0,4.0,150.0,1,boleto,1,54.05,dracena,SP,consoles_games,Electronics,2304.0,25,OnTime/Early,35,30,Slow,Slow,Slow
48769,diadema,SP,2018-05-28 18:25:10,2018-05-28 18:50:07,2018-06-06 15:01:00,2018-06-08 19:53:43,2018-06-20,4,,,2018-06-09 00:00:00,2018-06-12 12:10:28,2018-06-05 18:50:07,113.85,9.71,54.0,923.0,8.0,1050.0,1,credit_card,2,123.56,salto,SP,home_construction,Furniture,6912.0,2,OnTime/Early,22,11,Neutral,Fast,Very Fast
74627,paicandu,PR,2017-11-26 23:03:38,2017-11-28 03:31:16,2017-12-04 15:22:18,2017-12-12 16:22:50,2017-12-27,4,,,2017-12-13 00:00:00,2017-12-14 09:49:48,2017-12-04 03:23:12,79.0,17.8,52.0,211.0,2.0,7000.0,1,boleto,1,96.8,campo limpo paulista,SP,stationery,Books & Stationery,36000.0,8,OnTime/Early,30,15,Slow,Fast,Fast
24152,santo andre,SP,2018-07-04 14:17:17,2018-07-05 16:27:27,2018-07-11 12:34:00,2018-07-13 00:28:25,2018-07-19,4,recomendo,,2018-07-14 00:00:00,2018-07-17 12:07:51,2018-07-10 14:30:53,39.9,8.44,31.0,471.0,1.0,1200.0,1,credit_card,1,96.68,sao paulo,SP,furniture_decor,Furniture,8000.0,1,OnTime/Early,14,8,Fast,Fast,Very Fast
82655,guarulhos,SP,2018-01-09 13:04:37,2018-01-10 10:35:34,2018-01-11 22:34:16,2018-01-22 19:22:33,2018-01-30,3,,,2018-01-23 00:00:00,2018-01-29 10:35:13,2018-01-16 10:35:34,49.9,12.69,52.0,287.0,2.0,700.0,3,voucher,1,3.38,ibitinga,SP,home_confort,Home & Garden,23625.0,10,OnTime/Early,20,13,Neutral,Fast,Fast
14264,campinas,SP,2017-11-24 23:39:51,2017-11-28 03:33:23,2017-11-30 21:08:18,2017-12-07 15:22:23,2017-12-14,5,,Parabéns,2017-12-08 00:00:00,2017-12-09 02:26:55,2017-12-04 03:25:16,49.0,13.44,57.0,366.0,2.0,1650.0,1,boleto,1,124.88,sao jose do rio preto,SP,garden_tools,Furniture,19800.0,6,OnTime/Early,19,12,Neutral,Fast,Very Fast
59272,cuiaba,MT,2018-01-06 17:50:14,2018-01-09 16:30:06,2018-01-10 20:18:24,2018-01-29 15:19:11,2018-02-08,2,,"Cortina boa, escurece bem o ambiente, só esperava que o tamanho fosse conforme descrito, comprei uma cortina de 5 metros, minha sala é 4,70 e mesmo esticando toda ainda faltou.",2018-01-30 00:00:00,2018-02-06 11:33:28,2018-01-15 16:30:06,169.9,21.47,52.0,289.0,1.0,1950.0,1,credit_card,10,702.18,piracicaba,SP,bed_bath_table,Furniture,10098.0,18,OnTime/Early,32,22,Slow,Neutral,Neutral
108720,queimados,RJ,2017-06-19 20:37:05,2017-06-20 10:31:57,2017-06-21 08:07:50,2017-06-29 14:24:37,2017-07-12,5,,,2017-06-30 00:00:00,2017-07-02 16:04:37,2017-06-27 10:30:28,115.0,18.06,55.0,3876.0,1.0,1300.0,1,boleto,1,133.06,guara,SP,sports_leisure,Entertainment,13068.0,8,OnTime/Early,22,9,Neutral,Fast,Fast
14123,aracaju,SE,2018-08-01 14:17:13,2018-08-01 14:25:18,2018-08-01 15:58:00,2018-08-09 22:58:44,2018-08-27,5,Excelente," Ótimo produto e o prazo de entrega foi cumprido, recomendo",2018-08-10 00:00:00,2018-08-12 18:31:15,2018-08-03 14:25:18,29.99,22.93,60.0,818.0,5.0,300.0,1,credit_card,1,52.92,sao paulo,SP,telephony,Electronics,816.0,8,OnTime/Early,25,8,Slow,Fast,Fast
106926,rio de janeiro,RJ,2018-05-22 09:55:20,2018-05-22 17:14:41,2018-05-23 14:34:00,2018-05-29 20:54:55,2018-06-21,5,Muito bom,,2018-05-30 00:00:00,2018-05-31 00:33:03,2018-05-24 17:14:41,39.99,15.23,50.0,220.0,1.0,50.0,1,credit_card,1,55.22,belo horizonte,MG,computers_accessories,Electronics,1920.0,6,OnTime/Early,29,7,Slow,Very Fast,Very Fast
42060,santos,SP,2018-03-24 15:09:33,2018-03-27 04:08:39,2018-03-27 20:13:21,2018-03-28 21:27:53,2018-04-06,5,,Otimo,2018-03-29 00:00:00,2018-03-30 12:42:37,2018-04-02 04:08:39,47.9,8.88,38.0,735.0,5.0,800.0,1,boleto,1,56.78,sao paulo,SP,bed_bath_table,Furniture,8000.0,1,OnTime/Early,12,4,Fast,Very Fast,Very Fast
103489,itajobi,SP,2018-05-06 22:05:59,2018-05-08 19:34:59,2018-05-10 14:27:00,2018-05-15 01:42:49,2018-05-25,1,Pedido entregue errado.,Fiz uma compra de um produto e recebi outro produto.,2018-05-15 00:00:00,2018-05-15 22:06:40,2018-05-14 19:31:30,59.99,13.78,43.0,480.0,1.0,7300.0,1,credit_card,1,73.77,sao paulo,SP,pet_shop,Home & Garden,15625.0,4,OnTime/Early,18,8,Neutral,Fast,Very Fast
101015,betim,MG,2017-07-23 19:04:36,2017-07-23 19:15:10,2017-07-26 20:32:17,2017-07-31 20:23:09,2017-08-30,5,,"Entrega rápida, bem antes do prazo. Ótimo produto e muito bonito.",2017-08-01 00:00:00,2017-08-02 10:32:49,2017-08-03 19:15:10,199.0,25.94,53.0,330.0,1.0,2000.0,1,credit_card,10,224.94,montenegro,RS,cool_stuff,Fashion,29260.0,4,OnTime/Early,37,8,Slow,Fast,Very Fast
91567,itapira,SP,2017-05-16 10:55:20,2017-05-18 02:30:11,2017-05-24 05:27:00,2017-06-02 14:54:39,2017-06-07,4,,,2017-06-03 00:00:00,2017-06-05 15:06:30,2017-05-24 02:30:11,219.99,22.03,56.0,444.0,4.0,2900.0,1,boleto,1,726.06,joinville,SC,cool_stuff,Fashion,29568.0,9,OnTime/Early,21,17,Neutral,Neutral,Fast
105806,ribeirao pires,SP,2017-06-17 18:33:32,2017-06-18 18:30:08,2017-06-19 19:59:21,2017-06-21 16:51:58,2017-07-07,1,,"Recebi o produto diferente do que estava na oferta, já solicitei o reembolso do meu valor e até agora não obtive nenhuma resposta para solução.",2017-06-22 00:00:00,2017-06-23 15:38:31,2017-06-22 18:30:08,329.9,17.94,58.0,566.0,3.0,3150.0,1,credit_card,5,347.84,votuporanga,SP,small_appliances,Electronics,23310.0,1,OnTime/Early,19,3,Neutral,Very Fast,Very Fast
39729,nilopolis,RJ,2017-11-26 17:37:18,2017-11-28 17:36:34,2017-11-30 21:16:00,2017-12-29 13:17:06,2017-12-19,1,,,2017-12-21 00:00:00,2017-12-21 22:55:04,2017-12-04 17:30:38,48.99,15.6,52.0,382.0,1.0,550.0,1,credit_card,12,122.19,ibitinga,SP,bed_bath_table,Furniture,2560.0,28,Late,22,32,Neutral,Slow,Slow
69361,campinas,SP,2017-07-01 20:27:50,2017-07-01 20:44:03,2017-07-03 15:21:17,2017-07-04 18:08:43,2017-07-14,2,,"O perfume que recebi tem embalagem diferente da foto do site e também diferente de um perfume igual que tenho em casa. O cheiro é bem parecido, mas não igual. Enfim, parece falsificado.",2017-07-05 00:00:00,2017-07-10 14:37:46,2017-07-06 20:44:03,219.9,10.35,56.0,1224.0,3.0,556.0,1,credit_card,1,230.25,campinas,SP,perfumery,Beauty & Health,5376.0,1,OnTime/Early,12,2,Fast,Very Fast,Very Fast
84397,juiz de fora,MG,2018-02-16 17:33:53,2018-02-17 17:27:24,2018-02-19 20:25:14,2018-03-05 16:57:07,2018-03-13,5,,,2018-03-06 00:00:00,2018-03-07 21:28:09,2018-02-22 16:27:24,199.0,16.14,42.0,500.0,1.0,4050.0,1,credit_card,4,215.14,guariba,SP,health_beauty,Beauty & Health,2431.0,13,OnTime/Early,24,16,Neutral,Neutral,Fast
99719,sao paulo,SP,2018-07-12 09:40:48,2018-07-13 02:43:53,2018-07-13 12:47:00,2018-07-20 17:22:35,2018-08-01,5,,,2018-07-21 00:00:00,2018-07-30 01:19:09,2018-07-18 02:43:53,199.9,55.48,49.0,1132.0,8.0,9950.0,1,boleto,1,255.38,campo largo,PR,sports_leisure,Entertainment,39375.0,7,OnTime/Early,19,8,Neutral,Fast,Very Fast
4954,sao paulo,SP,2018-03-23 11:37:58,2018-03-23 12:49:42,2018-03-27 02:21:19,2018-04-04 16:27:50,2018-04-11,5,,,2018-04-05 00:00:00,2018-04-08 14:07:21,2018-03-29 12:49:42,245.0,14.15,49.0,1019.0,3.0,350.0,1,debit_card,1,259.15,jacarei,SP,telephony,Electronics,528.0,8,OnTime/Early,18,12,Neutral,Fast,Fast
93044,sao paulo,SP,2017-07-20 13:56:18,2017-07-20 14:10:15,2017-07-21 18:13:54,2017-07-28 16:28:59,2017-08-09,5,,,2017-07-29 00:00:00,2017-07-31 13:16:30,2017-07-26 14:10:15,5.9,9.34,50.0,1273.0,1.0,500.0,1,credit_card,9,91.44,sao paulo,SP,housewares,Home & Garden,4576.0,6,OnTime/Early,19,8,Neutral,Fast,Very Fast
89993,taquari,RS,2018-06-13 18:23:39,2018-06-13 18:41:21,2018-06-14 13:23:00,2018-06-22 18:06:24,2018-07-16,5,,,2018-06-23 00:00:00,2018-06-25 22:28:05,2018-06-19 18:41:21,45.0,23.47,48.0,1416.0,2.0,500.0,1,credit_card,1,68.47,duque de caxias,RJ,toys,Entertainment,10125.0,8,OnTime/Early,32,8,Slow,Fast,Fast
41817,brasilia,DF,2018-04-19 10:01:01,2018-04-24 18:12:38,2018-04-24 15:51:27,2018-05-07 20:18:36,2018-05-16,5,,,2018-05-08 00:00:00,2018-05-11 01:25:28,2018-04-26 02:32:08,29.9,16.95,55.0,388.0,1.0,250.0,1,boleto,1,46.85,piracicaba,SP,health_beauty,Beauty & Health,1200.0,13,OnTime/Early,26,18,Slow,Neutral,Fast
3478,santa barbara,MG,2017-12-18 20:45:14,2017-12-18 21:51:48,2017-12-20 15:37:38,2017-12-26 18:36:52,2018-01-16,5,,,2017-12-27 00:00:00,2017-12-27 22:44:27,2017-12-22 21:51:48,53.5,15.63,55.0,555.0,1.0,650.0,1,credit_card,3,138.75,ibitinga,SP,bed_bath_table,Furniture,2560.0,6,OnTime/Early,28,7,Slow,Very Fast,Very Fast
9076,sao jose dos campos,SP,2018-08-10 12:09:09,2018-08-10 12:24:53,2018-08-13 14:52:00,2018-08-14 20:08:59,2018-08-23,3,,"produto não atende a sua finalidade, pois não tem o conversor de hdmi para chá.",2018-08-15 00:00:00,2018-08-16 09:26:23,2018-08-21 12:24:53,32.9,7.45,32.0,1274.0,1.0,250.0,1,credit_card,1,40.35,sao paulo,SP,electronics,Electronics,4800.0,1,OnTime/Early,12,4,Fast,Very Fast,Very Fast
49299,concordia,SC,2018-03-03 15:39:51,2018-03-06 03:49:18,2018-03-06 20:27:47,2018-04-02 19:42:15,2018-03-26,4,,,2018-03-29 00:00:00,2018-04-03 11:50:48,2018-03-12 03:49:18,18.0,15.1,60.0,318.0,1.0,150.0,1,boleto,1,33.1,sao paulo,SP,electronics,Electronics,2800.0,26,Late,22,30,Neutral,Slow,Slow
39908,goiania,GO,2017-12-10 19:58:56,2017-12-12 03:56:23,2017-12-13 15:47:13,2018-01-03 20:19:18,2018-01-10,3,,,2018-01-04 00:00:00,2018-01-05 10:34:33,2017-12-18 03:56:23,195.9,16.12,43.0,465.0,1.0,400.0,1,boleto,1,212.02,guariba,SP,cool_stuff,Fashion,3024.0,21,OnTime/Early,30,24,Slow,Neutral,Neutral
46781,sao paulo,SP,2018-04-28 15:53:57,2018-04-28 16:13:24,2018-04-30 12:46:00,2018-05-02 15:26:59,2018-05-11,5,Indico ,Produto correto de qualidade e com envio muito antes do prazo. Recomendo.,2018-05-03 00:00:00,2018-05-05 01:27:31,2018-05-04 16:13:24,72.0,12.43,25.0,813.0,1.0,1836.0,2,voucher,1,1.57,sao paulo,SP,electronics,Electronics,8784.0,2,OnTime/Early,12,3,Fast,Very Fast,Very Fast
88889,sao paulo,SP,2017-11-26 19:15:22,2017-11-26 19:34:15,2017-11-28 16:53:02,2017-12-06 13:04:27,2017-12-18,4,,,2017-12-07 00:00:00,2017-12-10 09:57:12,2017-11-30 19:31:47,17.99,15.1,39.0,700.0,2.0,500.0,1,credit_card,1,33.09,araguari,MG,toys,Entertainment,4301.0,7,OnTime/Early,21,9,Neutral,Fast,Very Fast
57840,brasilia,DF,2017-10-27 12:07:08,2017-10-27 12:28:41,2017-10-30 13:21:46,2017-11-14 17:47:07,2017-11-21,4,,Tudo certo,2017-11-15 00:00:00,2017-11-17 20:39:11,2017-11-08 12:28:41,45.95,15.1,39.0,161.0,2.0,350.0,1,credit_card,1,61.05,ibitinga,SP,bed_bath_table,Furniture,3800.0,15,OnTime/Early,24,18,Neutral,Neutral,Fast
11809,atibaia,SP,2017-03-28 16:03:34,2017-03-28 16:15:15,2017-03-29 13:23:55,2017-03-31 10:07:25,2017-04-17,5,,,2017-04-01 00:00:00,2017-04-03 13:41:17,2017-04-03 16:15:15,91.99,13.5,57.0,723.0,1.0,500.0,1,credit_card,1,309.72,sao paulo,SP,sports_leisure,Entertainment,10800.0,1,OnTime/Early,19,2,Neutral,Very Fast,Very Fast
7160,sao jose dos campos,SP,2018-06-22 07:42:57,2018-06-26 04:59:17,2018-06-28 13:59:00,2018-06-30 16:44:37,2018-07-12,5,,,2018-07-01 00:00:00,2018-07-03 20:40:50,2018-07-02 04:59:17,79.9,9.07,44.0,429.0,6.0,400.0,1,boleto,1,88.97,sumare,SP,toys,Entertainment,4000.0,2,OnTime/Early,19,8,Neutral,Fast,Very Fast
76875,mogi das cruzes,SP,2017-11-28 14:18:24,2017-11-28 14:32:17,2017-11-29 16:51:48,2017-12-19 13:52:25,2017-12-19,4,,,2017-12-20 00:00:00,2017-12-20 12:08:02,2017-12-04 14:31:45,66.9,15.91,59.0,410.0,1.0,300.0,1,credit_card,1,82.81,brasilia,DF,computers_accessories,Electronics,1408.0,19,Late,20,20,Neutral,Neutral,Neutral
75736,osasco,SP,2017-10-09 13:51:33,2017-10-09 14:07:08,2017-10-10 16:09:30,2017-10-17 18:48:51,2017-10-31,5,,,2017-10-18 00:00:00,2017-10-20 15:09:41,2017-10-16 15:07:08,139.0,14.72,49.0,270.0,1.0,450.0,1,credit_card,5,153.72,colombo,PR,watches_gifts,Electronics,2944.0,7,OnTime/Early,21,8,Neutral,Fast,Very Fast
99733,araraquara,SP,2017-11-12 15:57:43,2017-11-12 16:10:32,2017-11-16 20:37:02,2017-11-22 20:31:30,2017-12-01,5,,,2017-11-23 00:00:00,2017-11-26 10:52:27,2017-11-17 16:10:32,24.0,11.85,32.0,1961.0,1.0,250.0,1,credit_card,1,35.85,sao paulo,SP,sports_leisure,Entertainment,5984.0,5,OnTime/Early,18,10,Neutral,Fast,Very Fast
19608,santana de parnaiba,SP,2017-12-13 00:16:46,2017-12-13 00:30:29,2017-12-14 11:38:51,2017-12-21 23:06:56,2018-01-02,5,,"Recomendo, meu produto chegou bem antes do prazo informado pelo sistema, o mesmo estava ( Ok), de acordo com o esperado. ",2017-12-22 00:00:00,2017-12-23 02:32:38,2017-12-19 00:30:29,238.9,8.93,47.0,760.0,2.0,300.0,1,credit_card,8,247.83,sumare,SP,watches_gifts,Electronics,2704.0,7,OnTime/Early,19,8,Neutral,Fast,Very Fast
29106,cajamar,SP,2017-10-25 15:45:05,2017-10-25 15:56:44,2017-10-27 21:29:36,2017-10-30 13:37:47,2017-11-07,5,,"Muito bom, entrega agil. ",2017-10-31 00:00:00,2017-10-31 19:42:44,2017-10-31 15:56:14,16.9,9.34,58.0,1068.0,1.0,650.0,1,credit_card,2,26.24,sao paulo,SP,furniture_decor,Furniture,4356.0,2,OnTime/Early,12,4,Fast,Very Fast,Very Fast
55565,porto de pedras,AL,2018-08-09 12:17:42,2018-08-09 14:26:21,2018-08-10 14:24:00,2018-08-16 19:50:57,2018-09-04,5,Produto de qualidade,Produto de ótima qualidade e recomendo a todos.,2018-08-17 00:00:00,2018-08-18 00:50:14,2018-08-13 14:26:21,179.9,20.45,57.0,977.0,1.0,725.0,1,credit_card,2,200.35,recife,PE,computers_accessories,Electronics,4800.0,6,OnTime/Early,25,7,Slow,Very Fast,Very Fast
99573,sao paulo,SP,2018-04-16 15:11:36,2018-04-16 15:31:35,2018-04-17 19:11:24,2018-04-18 19:41:22,2018-05-02,5,,,2018-04-19 00:00:00,2018-04-23 19:04:33,2018-04-20 15:31:15,14.9,7.39,48.0,683.0,1.0,200.0,1,credit_card,1,2.78,sao paulo,SP,sports_leisure,Entertainment,1200.0,1,OnTime/Early,15,2,Fast,Very Fast,Very Fast
1876,brejo da madre de deus,PE,2017-08-15 19:51:34,2017-08-15 20:45:07,2017-08-17 14:42:27,2017-09-13 19:00:09,2017-09-19,5,,Fooi bem entregue,2017-09-14 00:00:00,2017-09-29 11:35:27,2017-08-21 20:45:07,109.9,26.05,59.0,348.0,1.0,1800.0,1,credit_card,6,135.95,ibitinga,SP,bed_bath_table,Furniture,23625.0,27,OnTime/Early,34,28,Slow,Slow,Slow
92096,mogi-mirim,SP,2017-02-16 14:13:43,2017-02-16 14:25:09,2017-02-20 18:27:47,2017-02-24 11:33:30,2017-03-15,5,,,2017-02-25 00:00:00,2017-03-01 13:21:39,2017-02-20 13:13:43,39.9,10.96,58.0,363.0,1.0,200.0,1,credit_card,5,50.86,sao paulo,SP,telephony,Electronics,10584.0,3,OnTime/Early,26,7,Slow,Very Fast,Very Fast
30261,recife,PE,2018-08-08 19:44:39,2018-08-08 20:04:57,2018-08-09 14:47:00,2018-08-15 16:33:37,2018-08-29,4,,,2018-08-16 00:00:00,2018-08-18 20:20:03,2018-08-10 20:04:57,48.9,38.61,55.0,1681.0,2.0,600.0,1,credit_card,1,87.51,limeira,SP,baby,Fashion,3380.0,6,OnTime/Early,20,6,Neutral,Very Fast,Very Fast
2456,sao paulo,SP,2018-06-08 21:53:39,2018-06-12 04:57:05,2018-06-12 15:00:00,2018-06-14 21:41:54,2018-06-28,5,,,2018-06-15 00:00:00,2018-06-16 01:53:31,2018-06-15 04:57:05,159.9,23.32,58.0,801.0,1.0,3200.0,1,boleto,1,246.24,mirandopolis,SP,baby,Fashion,27993.0,2,OnTime/Early,19,5,Neutral,Very Fast,Very Fast
33797,petropolis,RJ,2018-03-25 18:04:19,2018-03-25 18:15:23,2018-03-26 21:12:22,2018-04-25 19:06:53,2018-04-16,1,,N tenho uque opinar!,2018-04-18 00:00:00,2018-04-18 09:36:55,2018-03-29 18:15:23,499.99,165.55,60.0,457.0,7.0,23500.0,1,credit_card,10,665.54,americana,SP,cool_stuff,Fashion,143640.0,29,Late,21,31,Neutral,Slow,Slow
9501,guaranta do norte,MT,2017-07-19 14:59:53,2017-07-19 15:15:19,2017-07-22 13:42:07,2017-08-02 22:51:37,2017-08-21,4,,Por ser um produto bem mais caro que as outras películas não podia ter detalhes como o aproveitamento da película na tela que não é total. Claro que a tela é curva na lateral. Mas sobrou espaço.,2017-08-03 00:00:00,2017-08-09 12:07:00,2017-07-26 15:15:19,80.0,34.36,55.0,2129.0,1.0,133.0,1,credit_card,10,114.36,balneario camboriu,SC,telephony,Electronics,1140.0,11,OnTime/Early,32,14,Slow,Fast,Fast
9577,irapuru,SP,2018-07-14 00:30:13,2018-07-14 00:44:02,2018-07-17 07:02:00,2018-07-25 15:08:50,2018-07-30,5,Satisfatória,Amei...entregue antes do prazo.Obrigada!,2018-07-26 00:00:00,2018-07-26 23:00:25,2018-07-17 00:44:02,53.98,13.96,52.0,337.0,1.0,800.0,1,credit_card,6,67.94,ibitinga,SP,bed_bath_table,Furniture,2560.0,8,OnTime/Early,15,11,Fast,Fast,Fast
32950,campinas,SP,2018-01-30 05:33:26,2018-02-01 02:35:54,2018-02-02 02:06:35,2018-02-12 16:28:49,2018-02-23,5,,"O produto chegou dentro do prazo, excelente atendimento.Gostei muito.",2018-02-13 00:00:00,2018-02-17 10:39:42,2018-02-07 02:35:54,18.0,12.48,32.0,1823.0,2.0,200.0,1,boleto,1,30.48,maringa,PR,sports_leisure,Entertainment,2016.0,10,OnTime/Early,23,13,Neutral,Fast,Fast
69077,brasilia,DF,2018-07-05 16:30:09,2018-07-05 16:50:59,2018-07-16 09:35:00,2018-07-24 22:32:34,2018-08-01,3,baixa qualidade,A parte da capa onde fica os botões de volume e liga/desliga acionam mais de um botão ao mesmo tempo.,2018-07-25 00:00:00,2018-07-26 12:49:17,2018-07-16 16:50:59,12.47,15.23,29.0,341.0,3.0,83.0,1,credit_card,1,27.7,sao paulo,SP,telephony,Electronics,836.0,8,OnTime/Early,26,19,Slow,Neutral,Fast
59706,sao paulo,SP,2018-01-03 14:20:18,2018-01-03 14:47:02,2018-01-08 20:49:15,2018-01-10 18:39:28,2018-01-19,4,,boa panela ,2018-01-11 00:00:00,2018-01-15 11:10:51,2018-01-09 14:47:02,48.0,26.97,34.0,178.0,2.0,600.0,1,credit_card,2,74.97,sao paulo,SP,housewares,Home & Garden,78660.0,1,OnTime/Early,15,7,Fast,Very Fast,Very Fast
33192,araguari,MG,2018-03-29 22:59:32,2018-03-29 23:15:11,2018-04-02 20:27:01,2018-04-27 18:37:52,2018-04-19,1,,,2018-04-21 00:00:00,2018-04-21 13:32:36,2018-04-04 23:15:11,139.99,27.06,60.0,528.0,2.0,3850.0,1,credit_card,3,167.05,sorocaba,SP,toys,Entertainment,31725.0,24,Late,20,28,Neutral,Slow,Neutral
16729,betim,MG,2018-05-27 10:59:39,2018-05-28 10:55:20,2018-06-04 07:08:00,2018-06-08 20:16:48,2018-06-29,5,ENTREGA,EXCELENTE,2018-06-09 00:00:00,2018-06-10 10:24:40,2018-06-05 10:55:20,50.9,26.44,42.0,840.0,1.0,5100.0,1,credit_card,5,77.34,atibaia,SP,auto,Electronics,40500.0,4,OnTime/Early,32,12,Slow,Fast,Very Fast
63444,foz do iguacu,PR,2018-04-06 22:59:05,2018-04-06 23:15:16,2018-04-09 19:41:03,2018-04-19 18:44:51,2018-05-03,5,,,2018-04-20 00:00:00,2018-04-23 18:26:20,2018-04-11 23:15:16,34.9,19.32,57.0,366.0,4.0,750.0,1,credit_card,1,54.22,mogi das cruzes,SP,stationery,Books & Stationery,22725.0,9,OnTime/Early,26,12,Slow,Fast,Fast
10199,arraial d'ajuda,BA,2018-06-01 21:39:31,2018-06-01 21:51:45,2018-06-04 14:06:00,2018-06-28 15:48:51,2018-07-17,5,,,2018-06-29 00:00:00,2018-06-29 22:29:46,2018-06-10 21:51:45,84.99,22.3,58.0,558.0,1.0,150.0,1,credit_card,1,107.29,franca,SP,watches_gifts,Electronics,1500.0,24,OnTime/Early,45,26,Very Slow,Slow,Neutral
70874,recife,PE,2017-11-20 14:14:01,2017-11-22 02:46:53,2017-11-22 17:39:07,2017-12-04 23:05:33,2017-12-14,3,,,2017-12-05 00:00:00,2017-12-11 11:04:38,2017-11-28 02:46:53,79.0,17.83,50.0,1409.0,3.0,300.0,1,boleto,1,96.83,itapecerica da serra,SP,computers_accessories,Electronics,2520.0,12,OnTime/Early,23,14,Neutral,Fast,Fast
19638,sao paulo,SP,2017-04-24 23:18:23,2017-04-24 23:35:06,2017-04-27 14:53:54,2017-05-08 10:04:18,2017-05-11,5,,,2017-05-09 00:00:00,2017-05-10 03:22:13,2017-05-01 23:32:21,34.0,8.72,33.0,492.0,2.0,400.0,1,credit_card,1,85.44,sao paulo,SP,furniture_decor,Furniture,6336.0,10,OnTime/Early,16,13,Neutral,Fast,Fast
101545,sao paulo,SP,2018-08-11 22:25:58,2018-08-11 22:35:19,2018-08-13 13:31:00,2018-08-14 18:46:39,2018-08-16,2,,,2018-08-15 00:00:00,2018-08-15 23:35:37,2018-08-13 22:35:19,439.9,14.1,41.0,1378.0,1.0,1344.0,1,credit_card,3,454.0,sao paulo,SP,electronics,Electronics,8800.0,1,OnTime/Early,4,2,Very Fast,Very Fast,Very Fast
100327,cariacica,ES,2018-02-14 08:50:48,2018-02-14 09:07:52,2018-02-16 00:11:59,2018-02-27 21:04:35,2018-03-08,5,,,2018-02-28 00:00:00,2018-03-02 01:26:28,2018-02-20 08:07:52,69.9,17.74,60.0,695.0,6.0,5950.0,1,credit_card,1,87.64,penapolis,SP,auto,Electronics,20539.0,11,OnTime/Early,21,13,Neutral,Fast,Fast
53004,sao paulo,SP,2017-11-01 13:44:51,2017-11-01 14:31:32,2017-11-03 16:26:51,2017-11-06 14:14:52,2017-11-14,4,,,2017-11-07 00:00:00,2017-11-09 16:46:06,2017-11-08 13:55:14,75.9,11.74,45.0,401.0,5.0,1300.0,1,credit_card,3,87.64,osasco,SP,air_conditioning,Electronics,11264.0,2,OnTime/Early,12,5,Fast,Very Fast,Very Fast
100878,sarandi,RS,2017-09-22 17:00:22,2017-09-22 17:10:32,2017-09-25 18:23:21,2017-10-05 17:14:56,2017-10-26,3,,,2017-10-06 00:00:00,2017-10-08 20:59:38,2017-09-28 17:10:32,29.0,15.1,55.0,167.0,3.0,200.0,1,credit_card,1,44.1,sao paulo,SP,watches_gifts,Electronics,352.0,9,OnTime/Early,33,13,Slow,Fast,Fast
