,freight_value,price,payment_value,payment_installments,payment_sequential
80111,137.6,589.0,726.6,10,1
31620,16.51,76.99,93.5,5,1
86703,15.53,59.9,75.43,2,1
13600,12.73,175.0,187.73,5,1
46866,16.11,19.9,36.01,1,1
21979,49.98,340.8,560.77,10,1
93594,18.23,13.0,31.23,1,1
48453,9.34,50.0,59.34,5,1
86187,17.97,49.0,133.95,1,1
87699,55.87,229.04,284.91,1,1
76689,23.99,499.99,523.98,10,1
110238,16.92,49.99,66.91,1,1
91422,23.07,133.0,156.07,1,1
77642,28.97,50.0,157.94,2,1
45497,14.1,19.99,34.09,1,1
88173,11.85,19.9,31.75,2,1
1866,16.79,27.99,44.78,2,1
101390,15.83,135.0,150.83,2,1
107276,13.08,32.99,138.21,1,1
40919,8.79,84.99,93.78,1,1
87888,13.37,49.99,63.36,2,1
68918,14.18,119.9,134.08,1,1
4568,15.24,19.99,35.23,3,1
88490,19.58,211.05,230.63,2,1
64782,35.88,79.9,115.78,1,1
71534,7.71,13.69,21.4,1,1
65721,23.14,79.98,103.12,1,1
87660,15.45,49.99,65.44,2,1
51340,39.76,118.0,473.28,1,1
55079,32.46,399.0,431.46,1,1
24746,10.58,252.0,262.58,4,1
8191,9.95,229.9,239.85,2,1
36794,8.09,118.0,126.09,2,1
94451,18.02,109.9,127.92,3,1
57412,7.39,72.38,159.54,2,1
74512,88.57,199.99,2234.66,10,1
58021,13.93,74.9,168.06,1,1
87521,35.98,93.99,129.97,5,1
57222,23.89,105.0,128.89,1,1
66227,15.05,62.0,136.0,3,1
50163,15.4,42.79,58.19,1,1
18820,23.85,139.9,163.75,5,1
86293,18.31,29.99,48.3,1,1
96872,7.78,29.99,37.77,1,1
110419,19.01,59.9,78.91,1,1
53104,18.23,50.0,136.46,2,1
1879,8.29,45.9,54.19,1,1
4007,16.22,65.99,82.21,4,1
91017,2.99,49.0,160.89,1,1
106072,7.78,19.99,27.77,2,1
86407,28.1,159.8,187.9,10,1
2742,18.66,459.9,478.56,4,1
89528,26.21,139.9,332.22,6,1
103389,12.39,169.9,182.29,10,1
45222,13.93,129.9,143.83,5,1
11757,15.14,119.9,135.04,1,1
110825,15.48,89.9,105.38,1,1
20356,14.94,109.5,248.88,1,1
40917,11.73,69.0,80.73,1,1
24314,15.78,229.9,245.68,3,1
16579,8.85,99.0,107.85,1,1
109308,44.87,949.9,994.77,5,1
105766,19.36,179.9,199.26,1,1
33538,17.92,38.25,168.51,1,1
25788,15.55,95.0,110.55,8,1
104848,11.73,59.9,71.63,2,1
53872,14.37,89.0,103.37,2,1
75323,22.63,108.3,130.93,2,1
46441,0.45,60.0,10.08,1,1
46397,19.32,49.9,69.22,1,1
96689,15.52,454.0,469.52,1,1
103548,14.1,22.0,36.1,2,1
49132,19.15,629.0,648.15,6,1
110836,17.67,59.9,77.57,2,1
3395,11.85,9.0,20.85,1,1
28712,17.55,159.99,177.54,8,1
57292,8.11,14.99,23.1,1,1
41149,15.22,45.99,367.26,10,1
30594,15.1,21.99,39.62,3,1
35722,14.1,39.83,53.93,1,1
93211,22.66,309.56,332.22,10,1
101875,17.65,199.9,217.55,1,1
6578,13.07,58.0,71.07,2,1
39252,14.47,53.9,273.48,1,1
65582,15.37,89.0,28.56,1,1
92768,42.38,16.9,59.28,1,1
95994,22.93,42.99,65.92,1,1
49051,23.83,139.0,162.83,4,1
97059,52.76,89.9,142.66,2,1
67068,12.8,19.83,32.63,1,1
103528,15.25,71.9,87.15,2,1
31880,17.06,29.99,47.05,4,1
107841,16.11,49.9,66.01,6,1
52467,4.33,95.2,597.2,1,1
105693,60.28,159.0,219.28,1,1
102382,11.85,49.95,61.8,5,1
78836,19.94,99.99,119.93,10,1
52618,11.73,69.9,81.63,3,1
43353,15.79,11.55,27.34,2,1
95164,15.79,49.0,194.37,10,1
40836,16.11,49.9,132.02,1,1
65647,24.17,899.0,923.17,1,1
84113,12.86,27.99,122.55,10,1
31634,35.76,58.9,94.66,2,1
53640,27.55,325.0,352.55,10,1
62587,17.75,70.97,177.44,3,1
90653,13.03,99.0,112.03,5,1
98465,7.39,16.99,24.38,1,1
100655,77.27,649.9,727.17,5,1
84863,16.88,89.9,106.78,5,1
8075,12.07,75.99,188.93,8,1
65321,19.26,221.91,522.34,1,1
13711,11.76,79.9,183.32,1,1
72719,15.84,89.9,105.74,1,1
103373,15.42,45.0,60.42,1,1
55145,17.06,89.0,106.06,1,1
56524,22.34,89.9,112.24,3,1
8943,13.44,59.9,73.34,1,1
82968,38.95,186.97,1071.12,1,1
49783,35.8,68.75,104.55,1,1
99368,18.08,39.9,289.9,5,1
12216,16.84,56.99,65.18,1,2
11657,17.28,119.9,137.18,1,1
91723,10.96,49.9,60.86,2,1
6516,14.23,69.0,83.23,2,1
49189,11.51,127.0,277.02,8,1
38650,15.23,29.9,45.13,4,1
88079,21.3,79.0,170.85,1,1
9163,15.79,31.9,47.69,3,1
33731,13.08,69.9,248.94,2,1
19997,22.16,32.9,55.06,1,1
77938,13.35,129.9,143.25,9,1
95146,0.0,53.9,107.8,2,1
2495,60.04,150.0,120.2,1,2
40781,13.65,89.9,103.55,1,1
66891,15.18,61.65,76.83,1,1
70575,27.62,219.9,247.52,1,1
70583,16.17,184.65,200.82,1,1
57933,14.72,104.0,118.72,2,1
13732,13.41,119.0,132.41,6,1
10817,14.4,147.9,162.3,1,1
24380,15.1,39.99,55.09,1,1
48549,16.32,79.9,96.22,1,1
98263,14.1,19.55,67.3,1,1
88398,60.19,369.0,429.19,1,1
109873,21.15,34.9,56.05,1,1
28991,15.1,39.9,55.0,1,1
82375,12.0,139.9,151.9,2,1
44231,16.79,38.4,10.82,1,2
106046,8.27,14.9,23.17,1,1
34222,15.75,142.5,158.25,2,1
109584,17.12,339.0,356.12,6,1
22964,15.1,11.99,27.09,2,1
60183,18.13,78.0,192.26,1,1
3737,43.11,149.9,193.01,3,1
47637,13.37,22.99,36.36,1,1
70418,14.1,29.99,44.09,1,1
109944,7.78,19.9,27.68,2,1
45928,35.21,84.9,120.11,8,1
97830,18.2,135.0,153.2,2,1
11680,17.91,94.9,107.8,5,1
18144,29.99,105.0,134.99,1,1
78380,23.54,55.9,79.44,4,1
21894,22.92,28.99,51.91,1,1
72159,14.38,89.9,104.28,5,1
63160,8.72,56.99,65.71,2,1
72226,17.16,129.99,147.15,7,1
9639,11.85,25.9,37.75,1,1
39638,25.04,103.97,258.02,1,1
83813,21.59,169.9,191.49,2,1
4083,14.1,37.79,10.92,1,3
110926,3.38,69.9,1122.86,1,1
38283,22.59,215.0,237.59,4,1
109477,52.37,549.1,601.47,1,1
33603,9.09,24.9,33.99,1,1
45035,19.02,326.16,345.18,1,1
58490,27.48,199.9,454.76,10,1
38064,17.18,67.0,168.36,1,1
84111,11.97,109.9,121.87,3,1
78906,15.23,16.9,32.13,1,1
64956,14.18,119.5,133.68,1,1
30188,11.86,51.9,63.76,4,1
96200,7.95,99.0,106.95,2,1
43692,30.82,139.9,87.79,8,1
7864,18.16,129.99,21.97,1,1
66027,18.16,129.9,100.0,1,2
107523,18.9,145.9,47.29,1,1
90269,27.29,139.0,166.29,2,1
22768,11.31,366.0,377.31,3,1
89028,21.49,143.54,165.03,3,1
19428,11.85,19.9,31.75,1,1
16408,36.25,89.9,126.15,1,1
8551,12.83,69.9,12.49,1,3
64272,28.77,52.9,81.67,1,1
48607,12.85,26.9,39.75,1,1
62698,23.05,36.0,80.47,1,3
96236,15.0,99.0,114.0,5,1
87877,19.59,43.92,63.51,6,1
31525,11.55,74.99,86.54,1,1
66607,17.85,85.9,103.75,5,1
10815,18.23,15.49,33.72,1,1
45992,8.82,89.9,98.72,9,1
28585,13.57,79.0,92.57,3,1
55799,9.09,24.9,33.99,1,1
23077,25.63,42.99,68.62,1,1
85390,38.81,137.9,706.84,1,1
97603,18.57,110.0,32.69,1,1
32375,16.89,64.99,81.88,1,1
108064,14.43,99.9,114.33,5,1
4604,7.39,11.87,19.26,1,1
15756,23.35,121.99,145.34,1,1
42506,17.94,99.0,116.94,1,1
5766,7.44,81.99,89.43,1,1
82505,16.79,34.9,19.15,1,2
63733,29.72,117.4,273.69,2,1
6931,46.63,78.9,25.53,1,1
106737,7.39,24.99,32.38,1,1
92137,22.93,32.99,55.92,1,1
99238,18.31,72.49,90.8,1,1
46135,16.05,18.9,69.9,1,1
53228,23.44,134.4,157.84,1,1
40775,13.37,44.9,58.27,1,1
5061,14.1,19.99,34.09,1,1
46269,22.12,149.0,171.12,2,1
6330,9.6,35.0,178.4,3,1
62454,16.97,75.9,92.87,1,1
22916,15.1,34.99,50.09,2,1
49750,7.64,110.32,117.96,2,1
36274,8.36,28.9,37.26,1,1
73864,34.2,120.0,154.2,1,1
10462,15.38,40.0,55.38,1,1
106842,15.1,45.9,122.0,1,1
65928,17.6,34.6,156.6,2,1
44861,16.95,39.99,56.94,1,1
7433,17.66,72.0,227.32,8,1
104586,13.03,98.0,111.03,10,1
67776,19.53,48.9,68.43,2,1
63586,10.96,20.9,31.86,1,1
10026,21.38,105.2,126.58,3,1
4881,12.79,29.99,42.78,1,1
48873,9.76,79.99,89.75,1,1
15206,19.32,49.95,69.27,1,1
53930,15.23,18.9,34.13,1,1
34298,16.11,49.99,66.1,1,1
11922,25.57,105.0,130.57,1,1
70785,22.81,125.0,87.9,1,2
12886,12.22,144.99,157.21,1,1
50947,13.37,32.0,45.37,4,1
20944,15.1,16.9,32.0,2,1
28417,12.49,53.9,161.9,1,1
108221,13.07,104.9,117.97,2,1
24803,16.11,47.49,63.6,1,1
109191,17.97,119.99,137.96,1,1
40282,24.14,99.9,124.04,1,1
34892,14.51,28.99,87.0,1,1
68085,13.64,89.0,30.0,1,4
92752,9.27,83.79,93.06,1,1
99624,7.76,79.9,87.66,1,1
45866,17.9,314.8,332.7,5,1
7057,17.4,279.97,297.37,8,1
53226,14.1,31.9,46.0,1,1
97426,18.23,19.9,38.13,1,1
105971,8.88,47.9,227.12,1,1
87647,18.33,32.4,50.73,1,1
4669,22.8,189.9,36.38,1,7
82831,13.36,99.9,113.26,5,1
39039,16.13,52.9,138.06,10,1
3885,18.43,122.99,141.42,4,1
97962,65.28,119.0,368.56,8,1
54627,27.26,70.0,97.26,1,1
15822,8.11,29.9,38.01,1,1
7737,14.65,49.9,129.1,2,1
104967,0.0,110.0,10.0,1,1
109869,15.1,17.0,64.2,6,1
61628,15.1,19.9,35.0,1,1
26438,16.11,35.9,52.01,1,1
56609,9.85,166.29,176.14,1,1
17002,19.75,499.9,519.65,10,1
87413,78.37,662.73,741.1,10,1
9998,14.27,54.99,278.52,1,1
77249,47.17,91.0,138.17,1,1
62034,18.09,119.99,138.08,4,1
81041,12.85,72.9,85.75,7,1
61287,7.83,79.0,179.66,1,1
6936,54.59,119.0,173.59,1,1
11192,17.95,99.9,266.38,10,1
107016,15.28,29.99,45.27,1,1
19240,25.48,6.5,53.45,1,2
44719,15.17,59.7,149.74,1,1
45808,24.61,199.0,223.61,8,1
53369,16.82,159.0,175.82,1,1
52842,12.25,107.0,119.25,1,1
90604,14.2,65.0,79.2,3,1
3635,24.84,109.0,133.84,6,1
10120,15.92,116.9,265.64,5,1
85319,13.83,35.0,48.83,4,1
36340,12.51,145.0,157.51,1,1
55453,22.88,79.99,9.76,1,5
94450,16.26,89.9,28.84,1,2
97284,14.5,59.0,73.5,1,1
94392,16.77,289.0,305.77,4,1
84139,7.44,25.5,32.94,1,1
52840,39.34,118.0,13.63,1,1
95351,44.05,190.0,1638.35,1,1
27975,11.17,79.9,182.14,2,1
101854,43.68,235.9,279.58,1,1
14009,16.83,49.99,66.82,1,1
52229,23.35,110.0,21.71,1,2
12533,13.47,115.35,128.82,5,1
17775,34.79,79.0,214.08,3,1
94974,11.57,99.0,55.29,1,2
52938,14.52,16.99,31.51,1,1
2968,53.61,179.9,700.53,10,1
13924,21.26,59.9,81.16,1,1
60553,21.54,149.9,171.44,2,1
109892,62.07,189.9,251.97,10,1
28086,9.39,139.65,149.04,5,1
2756,15.1,49.5,64.6,1,1
74149,11.85,40.99,317.04,1,1
3802,16.01,179.9,195.91,8,1
46347,17.29,149.0,166.29,3,1
54136,15.1,27.99,43.09,2,1
111666,13.78,108.9,122.68,1,1
105019,11.73,50.0,61.73,1,1
108426,19.15,449.5,1299.28,10,1
79551,15.11,23.9,39.01,1,1
26822,19.0,115.0,188.0,4,1
103105,12.14,149.9,162.04,6,1
107872,15.1,37.9,53.0,1,1
36141,15.1,39.0,54.1,5,1
4081,45.18,149.9,0.05,1,1
40947,19.39,27.9,11.16,1,2
32249,15.18,59.99,225.51,2,1
47074,7.78,25.0,98.34,3,1
93207,16.15,55.0,71.15,5,1
71764,18.68,204.0,222.68,3,1
6483,9.68,94.5,104.18,5,1
68373,12.59,155.0,335.18,1,1
86651,7.71,27.9,35.61,1,1
43443,28.06,159.0,187.06,6,1
86453,15.39,89.99,105.38,1,1
11597,23.22,91.0,114.22,1,1
67040,16.98,104.9,121.88,1,1
38647,7.71,31.9,39.61,1,1
95373,14.52,24.9,39.42,1,1
104748,22.16,64.89,87.05,1,1
60097,16.79,25.9,42.69,1,1
101126,20.78,219.99,240.77,10,1
80075,14.13,53.99,68.12,1,1
39803,12.14,149.9,162.04,1,1
67800,3.81,33.25,78.35,1,1
22155,16.56,83.9,100.46,1,1
103866,14.1,29.0,86.2,1,1
25749,20.43,208.0,228.43,1,1
42684,19.04,21.2,2.31,1,1
99306,9.26,72.9,82.16,1,1
87608,7.78,49.0,56.78,1,1
46376,17.86,299.99,317.85,1,1
46353,13.69,49.9,63.59,1,1
93730,19.01,129.99,149.0,2,1
2113,23.57,109.99,60.0,1,2
106004,12.17,138.0,150.17,1,1
74118,12.69,24.9,112.77,1,1
45150,15.1,9.9,25.0,2,1
96574,18.23,44.0,62.23,2,1
107635,7.78,29.99,37.77,1,1
71412,14.38,149.0,163.38,1,1
105399,8.03,110.32,118.35,1,1
4975,14.52,17.89,32.41,1,1
1108,11.73,69.99,81.72,2,1
70432,9.24,69.7,78.94,2,1
59747,17.44,479.82,497.26,3,1
38081,14.88,69.9,84.78,1,1
87417,17.95,99.9,117.85,2,1
38089,26.85,196.8,467.07,1,1
78383,19.66,59.9,79.56,3,1
108606,15.1,19.9,70.0,1,1
53217,21.17,180.99,280.53,1,1
92777,8.27,49.95,6.24,1,2
57754,9.41,84.99,188.8,2,1
4230,26.27,205.0,231.27,5,1
77710,35.99,108.9,289.78,8,1
16866,8.21,89.0,97.21,4,1
89040,18.47,84.9,103.37,5,1
38995,67.05,319.9,386.95,1,1
62043,16.5,105.9,122.4,6,1
86306,38.21,99.0,137.21,2,1
15530,22.35,289.9,312.25,5,1
70049,24.57,21.9,63.83,1,1
90732,18.65,110.32,128.97,1,1
105243,18.38,70.9,178.56,1,1
65496,7.96,110.32,118.28,1,1
27804,17.46,149.9,456.85,8,1
107581,23.79,131.0,154.79,1,1
63100,16.79,19.9,73.38,5,1
112287,11.85,24.5,36.35,1,1
57340,34.39,169.9,435.96,12,1
89316,26.67,199.0,225.67,1,1
7339,7.39,35.0,42.39,1,1
76130,12.69,27.92,40.61,1,1
19711,9.54,169.9,358.88,1,1
30452,38.17,92.98,131.15,5,1
100698,12.74,56.99,69.73,1,1
43947,36.25,349.9,386.15,5,1
57100,13.08,71.0,84.08,2,1
96672,28.56,230.0,258.56,1,1
67683,21.92,119.9,141.82,2,1
49609,8.72,24.66,66.76,1,1
1714,50.86,20.0,70.86,7,1
65336,17.17,119.9,224.14,10,1
100085,14.1,48.99,63.09,3,1
17314,7.39,45.99,53.38,1,1
35419,18.93,99.0,117.93,1,1
20173,7.83,137.9,145.73,1,1
55231,124.39,859.0,983.39,10,1
71920,12.47,109.9,244.74,2,1
88633,14.17,149.9,164.07,2,1
89321,25.4,80.0,105.4,1,1
103570,17.21,109.95,127.16,2,1
38352,7.39,14.99,22.38,1,1
1343,18.02,109.9,127.92,10,1
108667,12.83,55.0,135.66,4,1
90148,13.61,83.9,97.51,1,1
13904,13.17,180.0,193.17,1,1
88928,19.63,189.9,209.53,4,1
38003,7.78,21.99,29.77,1,1
28237,15.1,49.9,65.0,4,1
62578,12.92,169.99,182.91,1,1
14343,22.67,36.99,59.66,1,1
62655,33.14,219.99,253.13,1,1
14121,7.96,32.0,39.96,1,1
39808,11.01,56.99,68.0,2,1
73807,58.69,619.99,2036.04,3,1
40207,35.67,29.5,65.17,1,1
88825,7.91,93.0,201.82,1,1
53831,13.44,59.9,146.68,1,1
18815,11.73,49.99,61.72,1,1
112128,13.86,119.9,133.76,6,1
54264,18.23,42.5,60.73,1,1
36055,35.86,104.0,139.86,1,1
46001,16.99,79.0,95.99,1,1
91511,17.09,44.9,123.98,1,1
8525,14.82,105.25,120.07,8,1
62677,20.96,439.65,460.61,3,1
8216,13.71,45.9,59.61,5,1
65900,13.0,79.9,185.8,3,1
25535,7.95,99.9,10.45,1,11
11168,19.51,439.0,458.51,4,1
19410,50.5,89.99,140.49,2,1
66293,27.55,145.0,3.32,1,1
87768,19.32,29.49,48.81,1,1
7528,17.16,74.99,92.15,1,1
14051,16.08,189.9,205.98,1,1
59369,11.88,54.9,66.78,1,1
31622,15.36,69.0,168.72,1,1
42526,12.48,18.9,31.38,1,1
29841,10.76,29.9,40.66,1,1
61067,20.05,115.0,50.0,1,2
78239,25.53,45.0,70.53,1,1
69268,7.39,27.99,35.38,1,1
9101,8.72,49.9,58.62,2,1
46938,27.22,96.99,124.21,2,1
57214,18.14,80.0,392.56,2,1
108065,18.44,79.9,98.34,1,1
63532,17.6,37.5,165.3,8,1
101089,22.41,67.91,180.64,10,1
24243,22.16,64.99,87.15,1,1
80374,14.1,19.9,34.0,1,1
27381,7.87,71.9,159.54,2,1
105790,12.13,89.9,102.03,1,1
38066,75.54,139.0,261.09,4,1
8991,37.97,59.9,97.87,9,1
5533,12.56,61.5,74.06,1,1
69813,7.78,49.0,56.78,2,1
64890,13.86,39.38,53.23,1,2
78309,15.34,84.0,99.34,1,1
73816,10.96,49.99,60.95,1,1
58207,21.54,19.57,61.33,6,1
80161,23.97,139.9,163.87,1,1
83846,21.12,39.99,107.24,2,1
91633,17.1,190.82,207.92,8,1
31011,11.0,55.9,66.9,1,1
108442,18.14,339.9,358.04,5,1
109763,23.77,149.9,173.67,10,1
69151,16.56,159.9,176.46,1,1
9667,7.4,19.99,27.39,1,1
20686,12.93,204.0,216.93,1,1
71970,15.1,19.0,102.3,10,1
6071,248.54,760.0,2017.08,1,1
84593,17.92,96.0,113.92,2,1
84066,27.13,349.9,377.03,1,1
41511,8.27,38.9,47.17,1,1
3789,13.44,59.9,146.68,3,1
64647,17.88,89.9,4.84,1,2
28297,16.02,134.99,302.03,1,1
96184,8.88,9.9,18.78,1,1
83465,13.82,99.9,113.72,2,1
50828,7.39,25.77,66.32,1,1
29957,38.64,15.99,4.43,1,2
65486,14.57,138.0,15.89,1,1
19117,38.18,89.9,128.08,10,1
15888,20.88,670.0,690.88,3,1
70425,12.79,13.0,25.79,2,1
71408,16.78,115.0,131.78,3,1
787,14.11,17.82,63.86,3,1
27800,13.08,27.99,41.07,1,1
84895,15.58,118.0,534.32,1,1
43979,15.13,52.9,68.03,4,1
88842,16.22,65.49,1225.65,10,1
13240,23.91,139.8,163.71,2,1
96050,5.93,23.7,60.45,3,1
22819,14.1,31.9,46.0,1,1
89830,16.79,29.9,93.38,3,1
20776,11.85,45.0,3.35,1,1
78593,37.7,143.75,181.45,1,1
14827,16.19,61.0,154.38,3,1
17627,135.62,249.99,385.61,5,1
105238,19.0,160.0,179.0,1,1
62387,18.99,158.9,177.89,1,1
17672,25.3,65.9,91.2,8,1
56685,21.42,139.0,100.0,1,2
42545,15.18,150.0,280.36,1,1
78247,25.08,179.9,204.98,8,1
34191,14.34,240.0,254.34,5,1
103457,59.45,195.91,255.36,5,1
10949,25.8,137.8,163.6,1,1
13030,7.79,75.0,82.79,1,1
87427,22.95,84.6,107.55,2,1
110854,19.04,37.99,57.03,1,1
20298,7.78,44.9,52.68,1,1
54084,108.63,427.9,536.53,5,1
77954,7.78,33.49,41.27,1,1
78827,15.14,55.0,70.14,2,1
41642,16.11,24.9,41.01,1,1
8841,29.41,1799.0,1828.41,10,1
647,14.56,118.9,133.46,1,1
12186,16.14,199.0,215.14,8,1
106051,20.84,47.5,68.34,1,1
39677,15.1,17.9,33.0,2,1
73059,8.88,74.99,167.74,3,1
110172,19.99,71.0,90.99,3,1
20747,14.1,43.9,58.0,5,1
11761,14.51,213.0,227.51,1,1
5772,7.39,44.99,52.38,1,1
31375,25.63,10.99,146.48,8,1
91316,15.56,48.0,0.96,1,1
54906,29.21,115.99,5.31,1,1
21286,18.53,60.99,79.52,1,1
57938,15.11,19.9,35.01,3,1
75872,15.1,16.9,32.0,1,1
61150,19.46,69.9,89.36,1,1
7984,18.43,47.0,65.43,1,1
86657,11.64,144.99,156.63,1,1
63360,21.65,99.9,121.55,10,1
20992,20.28,56.99,303.53,8,1
18442,26.89,48.9,75.79,2,1
39174,15.51,62.9,1.78,1,6
8241,11.83,89.9,101.73,3,1
2371,15.01,99.99,115.0,2,1
11293,23.77,169.4,100.0,1,2
15122,12.75,59.0,287.0,10,1
98961,16.05,34.9,101.9,10,1
21908,18.09,119.9,413.97,5,1
21254,15.53,349.9,365.43,1,1
55968,8.88,45.0,53.88,1,1
69864,27.51,169.99,197.5,1,1
16884,26.44,72.0,196.88,10,1
33752,14.1,39.0,53.1,1,1
103028,23.37,72.0,95.37,1,1
17560,14.5,57.89,72.39,1,1
62326,15.1,15.9,31.0,2,1
34431,17.06,32.99,50.05,1,1
22962,15.23,29.99,45.22,1,1
14556,13.54,28.9,42.44,1,1
80681,23.6,114.9,277.0,1,1
15502,15.1,27.9,43.0,1,1
36089,22.37,79.0,101.37,3,1
37027,11.83,89.9,101.73,1,1
48527,14.52,35.99,50.51,2,1
53022,17.09,119.9,136.99,1,1
63744,12.46,179.0,191.46,3,1
96827,7.58,44.99,52.57,5,1
15054,35.23,165.9,201.13,2,1
95367,14.02,270.0,284.02,10,1
14881,15.87,159.9,175.77,1,1
56620,16.24,88.0,208.48,1,1
103908,9.61,179.49,189.1,4,1
111316,195.76,3999.0,834.1,8,2
62893,12.48,14.9,27.38,1,1
72892,15.1,21.99,37.09,3,1
90634,14.65,129.0,287.3,6,1
9420,7.39,14.99,22.1,1,2
69332,3.78,29.0,132.29,1,1
40651,15.64,269.99,285.63,3,1
56617,16.71,65.99,82.7,5,1
91065,16.01,179.9,195.91,8,1
73921,11.99,69.9,81.89,1,1
108699,23.27,78.0,101.27,1,1
90044,15.23,4.9,244.02,3,1
96610,17.88,89.9,215.56,3,1
42513,17.33,127.42,144.75,2,1
55555,20.4,58.99,79.39,1,1
111627,18.23,20.9,39.13,1,1
34065,15.29,77.0,92.29,3,1
91040,15.45,99.9,20.73,1,1
38387,11.85,10.9,45.5,4,1
12407,32.28,179.0,211.28,4,1
31931,8.88,58.99,67.87,3,1
19418,25.18,329.9,355.08,10,1
72511,9.51,99.0,108.51,4,1
91847,17.97,151.9,169.87,6,1
44660,15.67,274.99,290.65,6,1
55836,23.7,159.9,183.6,3,1
80815,20.15,94.9,230.1,1,1
56870,15.1,27.99,43.09,4,1
104473,14.84,59.0,217.82,12,1
101880,26.24,199.9,226.14,5,1
15294,43.44,146.99,190.43,2,1
58913,18.93,99.0,117.93,4,1
64019,14.33,85.9,100.23,2,1
55132,18.15,129.0,147.15,4,1
59616,18.28,25.89,88.34,6,1
95710,18.09,119.9,137.99,3,1
31916,62.49,250.0,312.49,1,1
86276,14.52,109.9,124.42,6,1
2129,31.97,174.9,206.87,3,1
23443,13.4,53.9,134.6,1,1
91111,17.75,70.97,88.72,3,1
28516,14.29,182.0,196.29,2,1
61545,16.47,101.24,117.71,8,1
17037,30.11,122.99,153.1,1,1
60259,26.38,219.9,492.56,1,1
41222,15.8,149.9,165.7,1,1
2997,9.09,18.75,27.84,1,1
15209,31.83,154.91,746.96,1,1
67921,16.62,122.9,279.04,10,1
65705,50.0,109.99,16.39,1,3
68389,13.45,145.0,50.0,1,2
58155,18.23,17.9,33.48,3,1
948,14.59,120.0,538.36,10,1
86967,12.19,179.0,191.19,2,1
43433,13.08,105.6,118.68,1,1
50798,15.1,10.75,25.85,1,1
33181,10.96,15.75,26.71,1,1
104032,15.14,54.0,69.14,1,1
4751,18.93,235.9,509.66,1,1
54002,0.09,127.42,491.03,2,1
80756,16.32,29.7,46.02,1,1
29706,13.47,49.9,63.37,1,1
93328,18.23,28.49,46.72,1,1
10399,15.1,47.0,62.1,1,1
43362,22.83,110.0,132.83,2,1
82651,16.11,44.9,61.01,2,1
76627,8.29,69.0,77.29,3,1
110203,10.9,84.0,94.9,8,1
105531,13.37,30.0,43.37,1,1
69849,14.2,64.9,79.1,1,1
58950,43.6,439.0,482.6,8,1
70698,13.89,221.99,135.88,6,1
61593,23.1,42.97,66.07,6,1
13370,23.68,42.5,101.07,1,1
85347,26.89,49.9,51.8,1,2
4577,20.7,849.99,870.69,10,1
7690,15.79,29.9,45.69,3,1
40773,18.27,156.99,483.51,1,1
99396,13.3,114.9,446.9,1,1
9925,55.55,422.0,477.55,10,1
32359,18.27,55.0,73.27,3,1
28589,18.23,29.9,48.13,1,1
59352,34.87,229.0,263.87,1,1
57663,9.55,104.9,114.45,2,1
100854,93.52,101.45,284.73,1,1
40406,34.5,99.9,31.71,1,2
80063,23.72,412.0,435.72,1,1
51172,17.06,89.15,106.21,1,1
82304,8.88,35.0,43.88,1,1
110011,16.74,69.9,86.64,1,1
94103,17.44,240.35,257.79,1,1
26251,13.0,79.9,185.8,3,1
37155,23.63,149.9,173.53,4,1
94164,26.13,89.96,116.09,7,1
91212,7.65,55.0,62.65,1,1
42279,5.67,14.49,60.47,1,1
11461,18.43,39.9,24.17,1,1
7842,30.98,399.0,1719.92,10,1
57927,17.67,59.9,77.57,2,1
98325,21.43,134.9,156.33,10,1
21439,15.1,45.99,61.09,6,1
51378,25.63,49.0,74.63,6,1
54083,16.31,79.0,190.62,1,1
3137,14.37,109.9,124.27,1,1
40410,25.65,129.0,154.65,4,1
63923,19.75,112.0,131.75,10,1
62549,16.11,42.0,58.11,1,1
34824,68.99,89.9,158.89,2,1
44534,18.23,39.99,58.22,1,1
58448,15.67,129.9,99.98,1,2
67324,16.95,99.9,350.56,10,1
47160,15.23,10.99,26.22,1,1
95741,12.48,45.6,58.08,1,1
51280,16.79,18.9,71.38,1,1
12036,21.18,620.0,641.18,1,1
5145,15.1,32.99,48.09,4,1
85138,13.0,149.9,162.9,10,1
90790,7.39,7.5,14.89,1,1
54972,18.23,13.47,31.7,3,1
69264,7.39,24.9,32.29,1,1
111037,14.44,97.9,112.34,2,1
50582,17.63,49.99,67.62,1,1
76204,27.1,79.99,107.09,1,1
26653,51.13,119.99,171.12,2,1
93554,21.45,279.9,301.35,1,1
34848,15.16,29.99,45.15,1,1
64011,13.71,31.92,45.63,2,1
78143,14.52,38.9,20.0,1,2
57459,18.44,79.49,97.93,1,1
10874,23.42,119.9,143.32,2,1
106075,16.75,20.9,119.97,2,1
107923,13.08,32.99,138.21,10,1
36999,13.21,123.9,959.77,1,1
54709,41.79,199.94,241.73,10,1
77739,18.09,119.99,138.08,4,1
83827,11.85,24.0,35.85,1,1
35406,17.17,34.0,51.17,1,1
107780,7.78,67.5,75.28,2,1
2152,17.04,86.0,103.04,1,1
102369,18.76,169.0,375.52,15,1
43990,7.39,29.0,72.78,1,1
45773,7.46,28.99,218.7,1,1
22125,17.01,1949.9,1966.91,10,1
70888,15.1,27.9,43.0,1,1
64507,11.85,29.99,41.84,1,1
39975,8.6,168.99,177.59,2,1
60173,28.8,69.9,98.7,1,1
